"slug","country","country_code","city","city_normalized","mission_name","mission_name_normalized","mission_type","parent_mission_slug","address","phones","emails","faxes","emergency_phones","website_url","appointment_url","jurisdiction","working_hours","office_hours_structured","consular_call_center","parser_confidence","data_completeness_score","status","verification_status","source_hash","source_url","scraped_at","last_verified_at","contact_fields","raw_snapshot"
"st-petersburg-baskonsoloslugu-https-stpetersburg-bk-mfa-gov-tr","Rusya","RU","St. Petersburg","st petersburg","St. Petersburg Başkonsolosluğu","st petersburg baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://stpetersburg-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","2625d3afa5d50cecad27dae76d7a1f96af4dbde6","https://stpetersburg-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.022Z","2026-06-02T08:31:22.022Z","{""directory_mission_id"":1100151,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150165,""directory_web_key"":""stpetersburg-bk."",""normalized_city"":""st petersburg"",""normalized_mission_name"":""st petersburg baskonsoloslugu"",""country_code_inferred"":""RU"",""has_structured_working_hours"":false}","{""misyonId"":1100151,""misyonAdi"":""St. Petersburg Başkonsolosluğu"",""misyonAdiKisa"":""St. Petersburg BK"",""url"":""http://stpetersburg-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150165,""ulkeKod"":""RUS"",""ulkeAd"":""Rusya"",""webKey"":""stpetersburg-bk.""}"
"stokholm-buyukelciligi-bize-yazin-https-stokholm-be-mfa-gov-tr-mission-contact","TÜRKİYE CUMHURİYETİ","SW","Stokholm","stokholm","Stokholm Büyükelçiliği Bize yazın","stokholm buyukelciligi bize yazin","embassy",,"Dag Hammarskjölds Vag 20 115 27 Stockholm - Sweden P.O.Box:24105 10451 Stockholm - Sweden E-posta embassy.stockholm@mfa.gov.tr Telefon Konsolosluk Şubesi:+46 8 667 29 60 Konsolosluk Şubesi e-posta: konsolosluk.stokholm@mfa.gov.tr Telefonla başvuru:14.30-15.30 : Stokholm Büyükelçiliği : Stokholm Büyükelçiliği","[""20 115 27"",""24105 10451"",""09.00-12.00"",""+46 8 667 29 60""]","[]","[]","[]","https://stokholm-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/","İsveç","ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","83","70","active","official_source_scraped","cb410212a3d06f8c67f4261dd8f119cfab5ed77a","https://stokholm-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:38:13.802Z","2026-06-02T08:38:13.802Z","{""directory_mission_id"":1100022,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150045,""directory_web_key"":""stokholm-be."",""normalized_city"":""stokholm"",""normalized_mission_name"":""stokholm buyukelciligi bize yazin"",""country_code_inferred"":""SW"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""embassy.stockholm@mfa.gov.tr"",""konsolosluk.stokholm@mfa.gov.tr""],""detected_phones"":[""20 115 27"",""24105 10451"",""09.00-12.00"",""+46 8 667 29 60"",""14.30-15.30""]}","{""misyonId"":1100022,""misyonAdi"":""Stokholm Büyükelçiliği"",""misyonAdiKisa"":""Stokholm BE"",""url"":""http://stokholm-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150045,""ulkeKod"":""SWE"",""ulkeAd"":""İsveç"",""webKey"":""stokholm-be."",""supplemental_snapshots"":[{""source_url"":""https://stokholm-be.mfa.gov.tr/Mission/Contact"",""page_title"":""Stokholm Büyükelçiliği\n Bize yazın"",""body_text"":""TÜRKİYE CUMHURİYETİ\nSTOKHOLM BÜYÜKELÇİLİĞİ\nBüyükelçilik\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nStokholm Büyükelçiliği\nBize yazın\nStokholm Büyükelçiliği\nDag Hammarskjölds Vag 20 115 27Stockholm Sweden P O Box:24105 10451 Stockholm Sweden\n×\n+\n−\nLeaflet | © HGM Atlas\nKonsolosluk Şubesi çalışma saatleri: 09.00-12.00 ve 13:30-16:00 Bütün işlemler için randevu alınması gerekmektedir. -Konsolosluk işlemleri için lütfen aşağıda belirtilen telefonla başvuru saatlerinde, +46 8 667 29 60 no'lu numaradan Konsolosluk Şubemizi arayınız. -Nöbetçi / acil durum telefon hattı sadece acil durumlar (tutuklanma, alıkonulma, hayati tehlike, ölüm/cenaze, pasaport kaybı vb) için kullanılmaktadır.)\nPosta adresi\nDag Hammarskjölds Vag 20 115 27\nStockholm - Sweden\nP.O.Box:24105 10451\nStockholm - Sweden E-posta\nembassy.stockholm@mfa.gov.tr Telefon\nKonsolosluk Şubesi:+46 8 667 29 60\nKonsolosluk Şubesi e-posta: konsolosluk.stokholm@mfa.gov.tr\nTelefonla başvuru:14.30-15.30\n: Stokholm Büyükelçiliği\n: Stokholm Büyükelçiliği\nGörev Bölgesi :\nİsveç\nBağlı Birimler\nAskeri Ataşelik\nÇalışma ve Sosyal Güvenlik Müşavirliği\nDin Hizmetleri Müşavirliği\nEğitim Müşavirliği\nİçişleri Müşavirliği\nİletişim Müşavirliği\nKültür Tanıtma Müşavirliği\nTicaret Müşavirliği\nYönet Can Tezel\nBüyükelçi\nBüyükelçinin Mesajı\nBüyükelçinin Özgeçmişi\nBağlı Temsilcilikler\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"strazburg-baskonsoloslugu-https-strazburg-bk-mfa-gov-tr","Fransa","FR","Strazburg","strazburg","Strazburg Başkonsolosluğu","strazburg baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://strazburg-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","6757a4247595963110f3567bda4ffb5a4a33572b","https://strazburg-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.019Z","2026-06-02T08:31:22.019Z","{""directory_mission_id"":1100122,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150157,""directory_web_key"":""strazburg-bk."",""normalized_city"":""strazburg"",""normalized_mission_name"":""strazburg baskonsoloslugu"",""country_code_inferred"":""FR"",""has_structured_working_hours"":false}","{""misyonId"":1100122,""misyonAdi"":""Strazburg Başkonsolosluğu"",""misyonAdiKisa"":""Strazburg BK"",""url"":""http://strazburg-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150157,""ulkeKod"":""FRA"",""ulkeAd"":""Fransa"",""webKey"":""strazburg-bk.""}"
"stuttgart-baskonsoloslugu-https-stuttgart-bk-mfa-gov-tr","Almanya","DE","Stuttgart","stuttgart","Stuttgart Başkonsolosluğu","stuttgart baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://stuttgart-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","f15b6945cb30a0a10744cc611be3d91ef3461fca","https://stuttgart-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.020Z","2026-06-02T08:31:22.020Z","{""directory_mission_id"":1100140,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150159,""directory_web_key"":""stuttgart-bk."",""normalized_city"":""stuttgart"",""normalized_mission_name"":""stuttgart baskonsoloslugu"",""country_code_inferred"":""DE"",""has_structured_working_hours"":false}","{""misyonId"":1100140,""misyonAdi"":""Stuttgart Başkonsolosluğu"",""misyonAdiKisa"":""Stuttgart BK"",""url"":""http://stuttgart-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150159,""ulkeKod"":""DEU"",""ulkeAd"":""Almanya"",""webKey"":""stuttgart-bk.""}"
"suleymaniye-konsolosluk-ajanligi-https-suleymaniye-ka-mfa-gov-tr","Irak","IR",,,"Süleymaniye Konsolosluk Ajanlığı","suleymaniye konsolosluk ajanligi","consular_office",,,"[]","[]","[]","[]","https://suleymaniye.ka.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","12","needs_review","official_directory_seed","ec945c2f1ff737286ba0b26e20c64640299c5ab2","https://suleymaniye.ka.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.025Z","2026-06-02T08:31:22.025Z","{""directory_mission_id"":11083259,""directory_mission_type_label"":""Konsolosluk Ajanlığı"",""directory_country_id"":150162,""directory_web_key"":null,""normalized_city"":null,""normalized_mission_name"":""suleymaniye konsolosluk ajanligi"",""country_code_inferred"":""IR"",""has_structured_working_hours"":false}","{""misyonId"":11083259,""misyonAdi"":""Süleymaniye Konsolosluk Ajanlığı"",""misyonAdiKisa"":""Süleymaniye KA"",""url"":""http://suleymaniye.ka.mfa.gov.tr/"",""misyonTurId"":30008,""misyonTurAdi"":""Konsolosluk Ajanlığı"",""ulkeId"":150162,""ulkeKod"":""IRQ"",""ulkeAd"":""Irak"",""webKey"":""""}"
"t-c-dublin-buyukelciligi-bize-yazin-acil-durum-https-dublin-be-mfa-gov-tr-mission-contact","TÜRKİYE CUMHURİYETİ","IR","T.C. Dublin","t c dublin","T.C. Dublin Büyükelçiliği Bize yazın Acil Durum","t c dublin buyukelciligi bize yazin acil durum","embassy",,"8 Raglan Road, Ballsbridge, Dublin / Ireland D04 EA36 E-posta embassy.dublin@mfa.gov.tr Telefon +353 1 614 45 90 +353 1 668 52 40 Nöbetçi / Acil Durum Telefonu +353 87 391 90 34","[]","[]","[""+353 1 668 50 14""]","[""+353 87 391 90 34""]","https://dublin-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,"ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","65","50","active","official_source_scraped","1c3f909d3489e123f879b666639f77fef8100cf2","https://dublin-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:37:52.050Z","2026-06-02T08:37:52.050Z","{""directory_mission_id"":1100020,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150043,""directory_web_key"":""dublin-be."",""normalized_city"":""t c dublin"",""normalized_mission_name"":""t c dublin buyukelciligi bize yazin acil durum"",""country_code_inferred"":""IR"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""consulate.dub@mfa.gov.tr"",""embassy.dublin@mfa.gov.tr""],""detected_phones"":[""14.00 - 17.00"",""+353 1 614 45 90"",""+353 1 668 52 40"",""+353 87 391 90 34"",""+353 1 668 50 14""]}","{""misyonId"":1100020,""misyonAdi"":""Dublin Büyükelçiliği"",""misyonAdiKisa"":""Dublin BE"",""url"":""http://dublin-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150043,""ulkeKod"":""IRL"",""ulkeAd"":""İrlanda"",""webKey"":""dublin-be."",""supplemental_snapshots"":[{""source_url"":""https://dublin-be.mfa.gov.tr/Mission/Contact"",""page_title"":""T.C. Dublin Büyükelçiliği\n Bize yazın\n Acil Durum"",""body_text"":""TÜRKİYE CUMHURİYETİ\nT.C. DUBLİN BÜYÜKELÇİLİĞİ\nBüyükelçilik\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nT.C. Dublin Büyükelçiliği\nBize yazın\nAcil Durum\nT.C. Dublin Büyükelçiliği\n8 Raglan Road Ballsbridge Dublin / Ireland D04 EA36\n×\n+\n−\nLeaflet | © HGM Atlas\nKonsolosluk Şubesi e-posta adresi: consulate.dub@mfa.gov.tr Konsolosluk Şubesi 09:00 - 12:30 ile 14.00 - 17.00 saatleri arasında açıktır.)\nPosta adresi\n8 Raglan Road, Ballsbridge, Dublin / Ireland D04 EA36 E-posta\nembassy.dublin@mfa.gov.tr Telefon\n+353 1 614 45 90\n+353 1 668 52 40\nNöbetçi / Acil Durum Telefonu\n+353 87 391 90 34\nFaks\n+353 1 668 50 14\n: T.C. Dublin Büyükelçiliği\n: T.C. Dublin Büyükelçiliği\nAkredite ülkeler :\nİrlanda\nBağlı Birimler\nTicaret Müşavirliği\nEsra Cankorur\nBüyükelçi\nBüyükelçinin Mesajı\nBüyükelçinin Özgeçmişi\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"tahran-buyukelciligi-https-tahran-be-mfa-gov-tr","İran","IR","Tahran","tahran","Tahran Büyükelçiliği","tahran buyukelciligi","embassy",,,"[]","[]","[]","[]","https://tahran-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","29998476d9010f403674d07076a702d3b11f480c","https://tahran-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.006Z","2026-06-02T08:31:22.006Z","{""directory_mission_id"":1100017,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150042,""directory_web_key"":""tahran-be."",""normalized_city"":""tahran"",""normalized_mission_name"":""tahran buyukelciligi"",""country_code_inferred"":""IR"",""has_structured_working_hours"":false}","{""misyonId"":1100017,""misyonAdi"":""Tahran Büyükelçiliği"",""misyonAdiKisa"":""Tahran BE"",""url"":""http://tahran-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150042,""ulkeKod"":""IRN"",""ulkeAd"":""İran"",""webKey"":""tahran-be.""}"
"tallin-buyukelciligi-bize-yazin-acil-durum-https-tallin-be-mfa-gov-tr-mission-contact","TÜRKİYE CUMHURİYETİ","ES","Tallinn","tallinn","Tallin Büyükelçiliği Bize yazın Acil Durum","tallin buyukelciligi bize yazin acil durum","embassy",,"Narva mnt 30/1, 10120 Tallinn, Estonia / E-posta: embassy.tallinn@mfa.gov.tr E-posta embassy.tallinn@mfa.gov.tr Telefon +372 627 28 80 Nöbetçi / Acil Durum Telefonu +372 565 622 03","[]","[]","[""+372 627 28 85""]","[""+372 565 622 03""]","https://tallin-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/","ESTONYA/ESTONIA","ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","71","60","active","official_source_scraped","b69d1f749a7f2c16553ea312b9ece88dcdba0e15","https://tallin-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:35:17.359Z","2026-06-02T08:35:17.359Z","{""directory_mission_id"":1100011,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150024,""directory_web_key"":""tallin-be."",""normalized_city"":""tallinn"",""normalized_mission_name"":""tallin buyukelciligi bize yazin acil durum"",""country_code_inferred"":""ES"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""embassy.tallinn@mfa.gov.tr""],""detected_phones"":[""30/1 10120"",""+372 627 28 80"",""+372 565 622 03"",""+372 627 28 85""]}","{""misyonId"":1100011,""misyonAdi"":""Tallinn Büyükelçiliği"",""misyonAdiKisa"":""Tallinn BE"",""url"":""http://tallin-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150024,""ulkeKod"":""EST"",""ulkeAd"":""Estonya"",""webKey"":""tallin-be."",""supplemental_snapshots"":[{""source_url"":""https://tallin-be.mfa.gov.tr/Mission/Contact"",""page_title"":""Tallin Büyükelçiliği\n Bize yazın\n Acil Durum"",""body_text"":""TÜRKİYE CUMHURİYETİ\nTALLİN BÜYÜKELÇİLİĞİ\nBüyükelçilik\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nTallin Büyükelçiliği\nBize yazın\nAcil Durum\nTallin Büyükelçiliği\nNarva mnt 30/1 10120 Tallinn Estonia / E posta: embassy tallinn mfa gov tr\n×\n+\n−\nLeaflet | © HGM Atlas\nPosta adresi\nNarva mnt 30/1, 10120 Tallinn, Estonia / E-posta: embassy.tallinn@mfa.gov.tr E-posta\nembassy.tallinn@mfa.gov.tr Telefon\n+372 627 28 80\nNöbetçi / Acil Durum Telefonu\n+372 565 622 03\nFaks\n+372 627 28 85\n: Tallin Büyükelçiliği\n: Tallin Büyükelçiliği\nGörev Bölgesi :\nESTONYA/ESTONIA\nBağlı Birimler\nKültür Tanıtma Müşavirliği\nSilahlı Kuvvetler Ataşeliği\nTicaret Müşavirliği\nBaşak Türkoğlu\nBüyükelçi\nBüyükelçinin Mesajı\nBüyükelçinin Özgeçmişi\nBağlı Temsilcilikler\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"taskent-buyukelciligi-https-taskent-be-mfa-gov-tr","Özbekistan","UZ","Taşkent","taskent","Taşkent Büyükelçiliği","taskent buyukelciligi","embassy",,,"[]","[]","[]","[]","https://taskent-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","592a02006cc4dc207ecc6eb63709d47b1088af23","https://taskent-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.013Z","2026-06-02T08:31:22.013Z","{""directory_mission_id"":1100051,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150089,""directory_web_key"":""taskent-be."",""normalized_city"":""taskent"",""normalized_mission_name"":""taskent buyukelciligi"",""country_code_inferred"":""UZ"",""has_structured_working_hours"":false}","{""misyonId"":1100051,""misyonAdi"":""Taşkent Büyükelçiliği"",""misyonAdiKisa"":""Taşkent BE"",""url"":""http://taskent-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150089,""ulkeKod"":""UZB"",""ulkeAd"":""Özbekistan"",""webKey"":""taskent-be.""}"
"tebriz-baskonsoloslugu-bize-yazin-acil-durum-https-tebriz-bk-mfa-gov-tr-mission-contact","TÜRKİYE CUMHURİYETİ","IR","Tebriz","tebriz","Tebriz Başkonsolosluğu Bize yazın Acil Durum","tebriz baskonsoloslugu bize yazin acil durum","consulate_general",,"Kuye Vale Asr Khiyabani Forughi Falakai Homafar Kuçe-i Farhangian No:8 TEBRIZ E-posta consulate.tebriz@mfa.gov.tr Telefon +98 41 3327 18 82 +98 41 3327 18 83 Nöbetçi / Acil Durum Telefonu +98 910 269 2877","[]","[]","[""+98 41 3332 4907""]","[""+98 910 269 2877""]","https://tebriz-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/","Doğu Azerbaycan, Erdebil, Zencan ve Gilan Eyaletleri","ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","71","60","active","official_source_scraped","fcbae2504ddcb432111f2741a4a08aeac84666ec","https://tebriz-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:37:33.519Z","2026-06-02T08:37:33.519Z","{""directory_mission_id"":1100018,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150042,""directory_web_key"":""tebriz-bk."",""normalized_city"":""tebriz"",""normalized_mission_name"":""tebriz baskonsoloslugu bize yazin acil durum"",""country_code_inferred"":""IR"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""consulate.tebriz@mfa.gov.tr""],""detected_phones"":[""+98 41 3327 18 82"",""+98 41 3327 18 83"",""+98 910 269 2877"",""+98 41 3332 4907""]}","{""misyonId"":1100018,""misyonAdi"":""Tebriz Başkonsolosluğu"",""misyonAdiKisa"":""Tebriz BK"",""url"":""http://tebriz-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150042,""ulkeKod"":""IRN"",""ulkeAd"":""İran"",""webKey"":""tebriz-bk."",""supplemental_snapshots"":[{""source_url"":""https://tebriz-bk.mfa.gov.tr/Mission/Contact"",""page_title"":""Tebriz Başkonsolosluğu\n Bize yazın\n Acil Durum"",""body_text"":""TÜRKİYE CUMHURİYETİ\nTEBRİZ BAŞKONSOLOSLUĞU\nBaşkonsolosluk\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nTebriz Başkonsolosluğu\nBize yazın\nAcil Durum\nTebriz Başkonsolosluğu\nKuye Vale Asr Khiyabani Forughi Falakai Homafar Kuçe i Farhangian No:8 TEBRIZ\n×\n+\n−\nLeaflet | © HGM Atlas\nKonsolosluk Şubesi Başvuru Saatleri: Pazar-Perşembe: 09:00-12:00 ve 13:00-16:00)\nPosta adresi\nKuye Vale Asr Khiyabani Forughi Falakai Homafar Kuçe-i Farhangian No:8 TEBRIZ E-posta\nconsulate.tebriz@mfa.gov.tr Telefon\n+98 41 3327 18 82\n+98 41 3327 18 83\nNöbetçi / Acil Durum Telefonu\n+98 910 269 2877\nFaks\n+98 41 3332 4907\n: Tebriz Başkonsolosluğu\n: Tebriz Başkonsolosluğu\nGörev Bölgesi :\nDoğu Azerbaycan, Erdebil, Zencan ve Gilan Eyaletleri\nBağlı Birimler\nTicaret Ataşeliği\nMete Zaimoğlu\nBaşkonsolos\nBaşkonsolosun Mesajı\nBaşkonsolosun Özgeçmişi\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"tel-aviv-buyukelciligi-https-telaviv-be-mfa-gov-tr","İsrail","IS","Tel Aviv","tel aviv","Tel Aviv Büyükelçiliği","tel aviv buyukelciligi","embassy",,,"[]","[]","[]","[]","https://telaviv-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","de41a39b39deded28d0789564d8ff1ac72b12799","https://telaviv-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.021Z","2026-06-02T08:31:22.021Z","{""directory_mission_id"":1100143,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150161,""directory_web_key"":""telaviv-be."",""normalized_city"":""tel aviv"",""normalized_mission_name"":""tel aviv buyukelciligi"",""country_code_inferred"":""IS"",""has_structured_working_hours"":false}","{""misyonId"":1100143,""misyonAdi"":""Tel Aviv Büyükelçiliği"",""misyonAdiKisa"":""Tel Aviv BE"",""url"":""http://telaviv-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150161,""ulkeKod"":""ISR"",""ulkeAd"":""İsrail"",""webKey"":""telaviv-be.""}"
"tiflis-buyukelciligi-https-tiflis-be-mfa-gov-tr","Gürcistan","GE","Tiflis","tiflis","Tiflis Büyükelçiliği","tiflis buyukelciligi","embassy",,,"[]","[]","[]","[]","https://tiflis-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","201abe86ea8df122fb2263907670fd6f9d9ed7e7","https://tiflis-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.022Z","2026-06-02T08:31:22.022Z","{""directory_mission_id"":1100157,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150168,""directory_web_key"":""tiflis-be."",""normalized_city"":""tiflis"",""normalized_mission_name"":""tiflis buyukelciligi"",""country_code_inferred"":""GE"",""has_structured_working_hours"":false}","{""misyonId"":1100157,""misyonAdi"":""Tiflis Büyükelçiliği"",""misyonAdiKisa"":""Tiflis BE"",""url"":""http://tiflis-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150168,""ulkeKod"":""GEO"",""ulkeAd"":""Gürcistan"",""webKey"":""tiflis-be.""}"
"tiran-buyukelciligi-https-tiran-be-mfa-gov-tr","Arnavutluk","AL","Tiran","tiran","Tiran Büyükelçiliği","tiran buyukelciligi","embassy",,,"[]","[]","[]","[]","https://tiran-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","378bcdc1a4ec4a615ed5202931847f200474e730","https://tiran-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.023Z","2026-06-02T08:31:22.023Z","{""directory_mission_id"":1100167,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150174,""directory_web_key"":""tiran-be."",""normalized_city"":""tiran"",""normalized_mission_name"":""tiran buyukelciligi"",""country_code_inferred"":""AL"",""has_structured_working_hours"":false}","{""misyonId"":1100167,""misyonAdi"":""Tiran Büyükelçiliği"",""misyonAdiKisa"":""Tiran BE"",""url"":""http://tiran-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150174,""ulkeKod"":""ALB"",""ulkeAd"":""Arnavutluk"",""webKey"":""tiran-be.""}"
